# LG_lower and the columns listed in derived_from_LG are FLOAT ESTIMATES, not certified bounds.
# H2plus: validated against certified runs C1/C2 to ~1e-6 -- usable for cell selection.
# H3plus: UNRELIABLE at the 1e-4 level (certified/float ratio 0.9845 at D3a but 2.39 at D1);
#   at d_paper=2.8, L=12, N=64 the float LG_lower -0.93640124532559 exceeds a four-way-verified
#   variational upper bound -0.936444734 by 4.3489e-05, so it is not a bound. DO NOT QUOTE as a width.
# Ritz columns (mu1N_Ritz, lambda1D_Ritz, trunc_gap_discrete, truncation_term, sigma_confinement)
#   do not pass through the Lehmann-Goerisch chain and are unaffected; the L*(N) curve SHAPE stands.
system,d_paper,box,L,Ly,N,Nprime,D,D_aux,npanel,t_star,mu1N_Ritz,eee2_Ritz,lambda1D_Ritz,mu2N_oee_Ritz,eoe_Ritz,rho_used,LG_lower,LG_lower_ideal_rho,enclosure_width,truncation_term,LG_discretisation_term,trunc_gap_discrete,lambda_ref,reference_status,sigma_confinement,hypothesis_holds,max_a_over_L,clearance,moment_tail_bound,tier,status,reason,wall_seconds,LG_lower_status,derived_from_LG
H3plus,4.0,"[-10,10]x[-8,8]^2",10,8.0,56,,24389,,48,1.0,-0.7623237485684,-0.4240485971638,-0.7616881637513,,,,,,,,,0.0006355848171148,-0.7620799973399999,gaussian_consistent,-0.3486067977499999,True,0.4,6.0,3.865871383739001e-17,dense,ok,,53.75789499283,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-10,10]x[-8,8]^2",10,8.0,64,,35937,,48,1.0,-0.7623544314708,-0.424069183848,-0.7617170405652999,,,,,,,,,0.0006373909054677,-0.7620799973399999,gaussian_consistent,-0.3486067977499999,True,0.4,6.0,3.865871383739001e-17,dense,ok,,140.4498579502,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-12,12]x[-9.6,9.6]^2",12,9.6,24,,2197,,58,1.0,-0.7606518331581,-0.4155465940547999,-0.7608465196784,,,,,,,,,-0.0001946865202935,-0.7620799973399999,gaussian_consistent,-0.2964743589744,True,0.3333333333333,8.000000000000398,2.004763613186e-29,dense,ok,,1.051192998886,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-12,12]x[-9.6,9.6]^2",12,9.6,32,48.0,4913,15625.0,58,1.0,-0.7613496602626215,-0.4165930250788987,-0.7613458958449281,-0.5861096344625784,,-0.5923353768625785,-0.7626565678073515,-0.7626295328080277,0.0013106719624234,0.0007341014950715,0.0005765704673516,3.764417693230549e-06,-0.7620799973399998,gaussian_consistent,-0.2964743589743589,True,0.3333333333333333,8.0,2.0047636131857974e-29,lg,ok,,11.658806800842283,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-12,12]x[-9.6,9.6]^2",12,9.6,40,,9261,,58,1.0,-0.7617608901874,-0.4168183275892,-0.7617165292459,,,,,,,,,4.436094150861e-05,-0.7620799973399999,gaussian_consistent,-0.2964743589744,True,0.3333333333333,8.000000000000398,2.004763613186e-29,dense,ok,,7.408974170685,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-12,12]x[-9.6,9.6]^2",12,9.6,48,64.0,15625,35937.0,58,1.0,-0.7618970052942278,-0.4170140712661397,-0.7618606789880255,-0.5866133731465764,,-0.5928391155465765,-0.7621822407924567,-0.7621763232361825,0.0003215618044312,0.0002193183519743,0.0001022434524568,3.632630620242772e-05,-0.7620799973399998,gaussian_consistent,-0.2964743589743589,True,0.3333333333333333,8.0,2.0047636131857974e-29,lg,ok,,76.98351311683655,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-12,12]x[-9.6,9.6]^2",12,9.6,56,,24389,,58,1.0,-0.761958188072,-0.4171168210531,-0.7619090903391,,,,,,,,,4.909773293538e-05,-0.7620799973399999,gaussian_consistent,-0.2964743589744,True,0.3333333333333,8.000000000000398,2.004763613186e-29,dense,ok,,54.81073212624,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-12,12]x[-9.6,9.6]^2",12,9.6,64,80.0,35937,68921.0,58,1.0,-0.7620158715108996,-0.4171491540397276,-0.7619619578901045,-0.5867404240324468,,-0.5929661664324467,-0.7621123570892455,-0.7621103541051698,0.0001503991991408,0.0001180394498953,3.235974924553631e-05,5.391362079509854e-05,-0.7620799973399998,gaussian_consistent,-0.2964743589743589,True,0.3333333333333333,8.0,2.0047636131857974e-29,lg,ok,,276.4618330001831,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-14,14]x[-11.2,11.2]^2",14,11.2,24,,2197,,67,1.0,-0.7594251339136,-0.4138106301271999,-0.7596638862632,,,,,,,,,-0.0002387523496263,-0.7620799973399999,gaussian_consistent,-0.2574539127848,True,0.2857142857143,9.9999999999998,3.720075976021e-45,dense,ok,,1.067586898804,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-14,14]x[-11.2,11.2]^2",14,11.2,32,48.0,4913,15625.0,67,1.0,-0.7611328053824886,-0.4146240651415772,-0.761172060682274,-0.5856308618554567,,-0.5918566042554566,-0.7625953615931863,-0.7625651792175318,0.0014233009109122,0.0009079366577259,0.0005153642531862,-3.925529978543452e-05,-0.7620799973399998,gaussian_consistent,-0.2574539127847922,True,0.2857142857142857,10.0,3.720075976020836e-45,lg,ok,,11.880048990249634,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-14,14]x[-11.2,11.2]^2",14,11.2,40,,9261,,67,1.0,-0.7614591371990999,-0.4154169956416,-0.7615242883495,,,,,,,,,-6.515115040584e-05,-0.7620799973399999,gaussian_consistent,-0.2574539127848,True,0.2857142857143,9.9999999999998,3.720075976021e-45,dense,ok,,7.861932039261,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-14,14]x[-11.2,11.2]^2",14,11.2,48,64.0,15625,35937.0,67,1.0,-0.7617464080178254,-0.4156436795665107,-0.7617507264175507,-0.5863744157343088,,-0.5926001581343086,-0.7621777815941057,-0.762168841700604,0.0004270551765549,0.0003292709224491,9.778425410578162e-05,-4.318399725145028e-06,-0.7620799973399998,gaussian_consistent,-0.2574539127847922,True,0.2857142857142857,10.0,3.720075976020836e-45,lg,ok,,84.73224401473999,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-14,14]x[-11.2,11.2]^2",14,11.2,56,,24389,,67,1.0,-0.7618672667881,-0.4157845677108,-0.7618805572311,,,,,,,,,-1.329044302112e-05,-0.7620799973399999,gaussian_consistent,-0.2574539127848,True,0.2857142857143,9.9999999999998,3.720075976021e-45,dense,ok,,54.72792506218,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-14,14]x[-11.2,11.2]^2",14,11.2,64,80.0,35937,68921.0,67,1.0,-0.7619264173394616,-0.4158798777585239,-0.7619252553958235,-0.5865496098651977,,-0.5927753522651978,-0.76210041622836,-0.7620968076870988,0.0001751608325364,0.0001547419441764,2.0418888360018705e-05,1.1619436383059067e-06,-0.7620799973399998,gaussian_consistent,-0.2574539127847922,True,0.2857142857142857,10.0,3.720075976020836e-45,lg,ok,,276.4640140533448,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-16,16]x[-12.8,12.8]^2",16,12.8,24,,2197,,77,1.0,-0.7588593124403,-0.4121543813363,-0.7590210567292999,,,,,,,,,-0.0001617442890458,-0.7620799973399999,gaussian_consistent,-0.2272624965679999,True,0.25,12.0,2.412200259707e-64,dense,ok,,1.058434963226,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-16,16]x[-12.8,12.8]^2",16,12.8,32,48.0,4913,15625.0,77,1.0,-0.7605367408866528,-0.4140569269217848,-0.7607521533940904,-0.5850892814473247,,-0.5913150238473248,-0.7630220084076039,-0.7629708602169673,0.0022698550135135,0.0013278439459095,0.0009420110676038,-0.0002154125074376,-0.7620799973399998,gaussian_consistent,-0.2272624965679732,True,0.25,12.0,2.412200259706917e-64,lg,ok,,10.832944869995115,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-16,16]x[-12.8,12.8]^2",16,12.8,40,,9261,,77,1.0,-0.7612404252029,-0.4149278703545999,-0.7612662726123999,,,,,,,,,-2.584740944411e-05,-0.7620799973399999,gaussian_consistent,-0.2272624965679999,True,0.25,12.0,2.412200259707e-64,dense,ok,,8.017328977585,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-16,16]x[-12.8,12.8]^2",16,12.8,48,64.0,15625,35937.0,77,1.0,-0.7615845762406149,-0.4152647335030346,-0.7616332920184667,-0.5861812371767186,,-0.5924069795767185,-0.7622489541747025,-0.7622351982650521,0.0006156621562357,0.0004467053215332,0.0001689568347024,-4.871577785181547e-05,-0.7620799973399998,gaussian_consistent,-0.2272624965679732,True,0.25,12.0,2.412200259706917e-64,lg,ok,,76.88564395904541,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-16,16]x[-12.8,12.8]^2",16,12.8,56,,24389,,77,1.0,-0.7617521648988,-0.4154890798934999,-0.7617592820751,,,,,,,,,-7.11717628632e-06,-0.7620799973399999,gaussian_consistent,-0.2272624965679999,True,0.25,12.0,2.412200259707e-64,dense,ok,,60.75330400467,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-16,16]x[-12.8,12.8]^2",16,12.8,64,80.0,35937,68921.0,77,1.0,-0.7618622871618707,-0.4155898376970436,-0.7618784546258593,-0.5864678247442465,,-0.5926935671442463,-0.7621104947374107,-0.7621053489278452,0.0002320401115513,0.0002015427141404,3.0497397410900184e-05,-1.61674639888032e-05,-0.7620799973399998,gaussian_consistent,-0.2272624965679732,True,0.25,12.0,2.412200259706917e-64,lg,ok,,279.2491500377655,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-20,20]x[-16,16]^2",20,16.0,24,,2197,,96,1.0,-0.7570811574533999,-0.4072034775334,-0.7576234904020999,,,,,,,,,-0.0005423329486733,-0.7620799973399999,gaussian_consistent,-0.1837678125182,True,0.2,16.0,8.270326320887002e-113,dense,ok,,1.230839014053,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-20,20]x[-16,16]^2",20,16.0,32,48.0,4913,15625.0,96,1.0,-0.7590798179018485,-0.4129852571243132,-0.7591979642959537,-0.5837157148837286,,-0.5899414572837286,-0.7640296533084123,-0.7639284862953735,0.0048316890124583,0.0028820330440461,0.0019496559684123,-0.0001181463941053,-0.7620799973399998,gaussian_consistent,-0.1837678125181664,True,0.2,16.0,8.270326320886854e-113,lg,ok,,11.345906972885132,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-20,20]x[-16,16]^2",20,16.0,40,,9261,,96,1.0,-0.7604841145252,-0.4140036840629999,-0.7606682513472,,,,,,,,,-0.0001841368220704,-0.7620799973399999,gaussian_consistent,-0.1837678125182,True,0.2,16.0,8.270326320887002e-113,dense,ok,,7.798418998717999,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-20,20]x[-16,16]^2",20,16.0,48,64.0,15625,35937.0,96,1.0,-0.7611855689255229,-0.4146184021162532,-0.7612110886070234,-0.5857962643447437,-0.3693060954734722,-0.5920220067447437,-0.7624031713310545,-0.7623779978397549,0.0011920827240309,0.0008689087329764,0.0003231739910545,-2.5519681500663083e-05,-0.7620799973399998,gaussian_consistent,-0.1837678125181664,True,0.2,16.0,8.270326320886854e-113,lg_eoe,ok,,78.1128990650177,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-20,20]x[-16,16]^2",20,16.0,56,,24389,,96,1.0,-0.7613881273178,-0.4151606801005,-0.7614305423887,,,,,,,,,-4.241507093439e-05,-0.7620799973399999,gaussian_consistent,-0.1837678125182,True,0.2,16.0,8.270326320887002e-113,dense,ok,,59.88010001183,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-20,20]x[-16,16]^2",20,16.0,64,80.0,35937,68921.0,96,1.0,-0.7616959393211442,-0.415274542199453,-0.7617103405301809,-0.5862509269311613,,-0.592476669331161,-0.7620846156614589,-0.7620765633053531,0.0003742751312778,0.000369656809819,4.618321458926822e-06,-1.440120903672959e-05,-0.7620799973399998,gaussian_consistent,-0.1837678125181664,True,0.2,16.0,8.270326320886854e-113,lg,ok,,268.303034067154,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-24,24]x[-19.2,19.2]^2",24,19.2,24,,2197,,115,1.0,-0.7515593951547,-0.4051253516944,-0.7531246425968,,,,,,,,,-0.001565247442035,-0.7620799973399999,gaussian_consistent,-0.1540604603892999,True,0.1666666666666999,19.9999999999992,8.306363988132998e-162,dense,ok,,1.363296985626,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-24,24]x[-19.2,19.2]^2",24,19.2,32,,4913,,115,1.0,-0.7581389202735999,-0.4089496598244,-0.7583436774427998,,,,,,,,,-0.0002047571692315,-0.7620799973399999,gaussian_consistent,-0.1540604603892999,True,0.1666666666666999,19.9999999999992,8.306363988132998e-162,dense,ok,,2.810836076736,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-24,24]x[-19.2,19.2]^2",24,19.2,40,,9261,,115,1.0,-0.7592183268241999,-0.4133147494714999,-0.7593248830112999,,,,,,,,,-0.0001065561870655,-0.7620799973399999,gaussian_consistent,-0.1540604603892999,True,0.1666666666666999,19.9999999999992,8.306363988132998e-162,dense,ok,,7.968677997589,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-24,24]x[-19.2,19.2]^2",24,19.2,48,,15625,,115,1.0,-0.760448954582,-0.4139910698338,-0.7606081344819,,,,,,,,,-0.0001591798998947,-0.7620799973399999,gaussian_consistent,-0.1540604603892999,True,0.1666666666666999,19.9999999999992,8.306363988132998e-162,dense,ok,,22.70582699776,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-24,24]x[-19.2,19.2]^2",24,19.2,56,,24389,,115,1.0,-0.7611408196637999,-0.4144316896961,-0.7611668044091,,,,,,,,,-2.598474525728e-05,-0.7620799973399999,gaussian_consistent,-0.1540604603892999,True,0.1666666666666999,19.9999999999992,8.306363988132998e-162,dense,ok,,57.31087303162,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-24,24]x[-19.2,19.2]^2",24,19.2,64,,35937,,115,1.0,-0.7613019767401,-0.415091818958,-0.7613226608269,,,,,,,,,-2.068408676603e-05,-0.7620799973399999,gaussian_consistent,-0.1540604603892999,True,0.1666666666666999,19.9999999999992,8.306363988132998e-162,dense,ok,,138.6737289429,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,24,,2197,,134,1.0,-0.7451056516492,-0.4021640195123,-0.7466694841007,,,,,,,,,-0.001563832451546,-0.7620799973399999,gaussian_consistent,-0.1325381763847,True,0.1428571428570999,24.0000000000012,1.0944167657989999e-219,dense,ok,,1.474361896515,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,32,,4913,,134,1.0,-0.7558210293716,-0.4065542953674999,-0.7565149472366,,,,,,,,,-0.0006939178650467,-0.7620799973399999,gaussian_consistent,-0.1325381763847,True,0.1428571428570999,24.0000000000012,1.0944167657989999e-219,dense,ok,,2.953010082245,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,40,,9261,,134,1.0,-0.7585359071009,-0.410533143466,-0.7586623650378,,,,,,,,,-0.0001264579369379,-0.7620799973399999,gaussian_consistent,-0.1325381763847,True,0.1428571428570999,24.0000000000012,1.0944167657989999e-219,dense,ok,,7.81630897522,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,48,,15625,,134,1.0,-0.7593252610037,-0.4134655234629999,-0.7594272838096,,,,,,,,,-0.0001020228058859,-0.7620799973399999,gaussian_consistent,-0.1325381763847,True,0.1428571428570999,24.0000000000012,1.0944167657989999e-219,dense,ok,,23.07873487473,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,56,,24389,,134,1.0,-0.7604237504476,-0.4139825828879,-0.7605634027002,,,,,,,,,-0.0001396522525127,-0.7620799973399999,gaussian_consistent,-0.1325381763847,True,0.1428571428570999,24.0000000000012,1.0944167657989999e-219,dense,ok,,61.09130311012,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,64,,35937,,134,1.0,-0.7610991477945,-0.4143207638679999,-0.7611280054604,,,,,,,,,-2.885766592431e-05,-0.7620799973399999,gaussian_consistent,-0.1325381763847,True,0.1428571428570999,24.0000000000012,1.0944167657989999e-219,dense,ok,,139.154845953,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
